[syn]	d0s	top	d0t
wn30instances:synset-action-noun-9	d0:Activity	wn30instances:synset-group_action-noun-1	dul:Action
wn30instances:synset-activating_agent-noun-1	dul:PhysicalObject	wn30instances:synset-activator-noun-1	dul:FunctionalSubstance
wn30instances:synset-active-noun-3	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-active_site-noun-1	dul:Situation	wn30instances:synset-site-noun-2	dul:Situation
wn30instances:synset-activeness-noun-2	d0:Characteristic	wn30instances:synset-trait-noun-1	dul:Quality
wn30instances:synset-actor-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-actuality-noun-1	dul:Situation	wn30instances:synset-being-noun-1	dul:Situation
wn30instances:synset-acute_brain_disorder-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-acyl-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-addiction-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-adduct-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-adeptness-noun-1	dul:Situation	wn30instances:synset-skillfulness-noun-1	dul:Situation
wn30instances:synset-adhesive_material-noun-1	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-adhocracy-noun-1	dul:Organization	wn30instances:synset-organization-noun-1	dul:Organization
wn30instances:synset-adiabatic_process-noun-1	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-adjudicator-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-adjunct-noun-1	dul:PhysicalObject	wn30instances:synset-inessential-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-administrative_district-noun-1	d0:Location	wn30instances:synset-district-noun-1	dul:Place
wn30instances:synset-administrative_law-noun-1	dul:InformationEntity	wn30instances:synset-law-noun-1	coll:InformationCollection
wn30instances:synset-admirer-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-admixture-noun-1	dul:Situation	wn30instances:synset-impurity-noun-2	dul:Situation
wn30instances:synset-adnexa-noun-1	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-adolescence-noun-2	dul:Situation	wn30instances:synset-immaturity-noun-1	dul:Situation
wn30instances:synset-adoptee-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-adornment-noun-1	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-adrenarche-noun-1	d0:Event	wn30instances:synset-start-noun-1	dul:EventType
wn30instances:synset-adult-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-adulteration-noun-1	dul:Situation	wn30instances:synset-impurity-noun-2	dul:Situation
wn30instances:synset-adulteration-noun-2	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-adulthood-noun-2	dul:Situation	wn30instances:synset-maturity-noun-2	dul:Situation
wn30instances:synset-advantage-noun-1	d0:Characteristic	wn30instances:synset-asset-noun-1	dul:Quality
wn30instances:synset-adventurer-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-adversary-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-advisee-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-advocate-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-advowson-noun-1	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-adynamia-noun-1	d0:Characteristic	wn30instances:synset-weakness-noun-3	dul:Quality
wn30instances:synset-aeration-noun-1	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-aerobe-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-affair-noun-3	d0:Event	wn30instances:synset-social_event-noun-1	dul:Event
wn30instances:synset-affect-noun-1	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-affection-noun-1	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-affiant-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-affiliate-noun-2	dul:Organization	wn30instances:synset-organization-noun-1	dul:Organization
wn30instances:synset-affiliation-noun-1	dul:Description	wn30instances:synset-relationship-noun-3	dul:SocialRelation
wn30instances:synset-affinity-noun-2	dul:Description	wn30instances:synset-kinship-noun-2	dul:SocialRelation
wn30instances:synset-affinity-noun-3	dul:Description	wn30instances:synset-kinship-noun-2	dul:SocialRelation
wn30instances:synset-affliction-noun-3	d0:Event	wn30instances:synset-trouble-noun-3	dul:EventType
wn30instances:synset-aftereffect-noun-1	dul:Situation	wn30instances:synset-consequence-noun-1	dul:Situation
wn30instances:synset-aftermath-noun-1	dul:Situation	wn30instances:synset-consequence-noun-1	dul:Situation
wn30instances:synset-afterworld-noun-1	d0:Location	wn30instances:synset-imaginary_place-noun-1	dul:Place
wn30instances:synset-agalactia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-agar-noun-1	dul:PhysicalObject	wn30instances:synset-culture_medium-noun-1	dul:FunctionalSubstance
wn30instances:synset-age-noun-1	d0:Characteristic	wn30instances:synset-property-noun-2	dul:Quality
wn30instances:synset-age_group-noun-1	dul:Collection	wn30instances:synset-people-noun-1	coll:AgentCollection
wn30instances:synset-agedness-noun-1	d0:Characteristic	wn30instances:synset-oldness-noun-1	dul:Quality
wn30instances:synset-agency-noun-3	dul:Situation	wn30instances:synset-action-noun-2	dul:Situation
wn30instances:synset-agenda-noun-1	dul:Description	wn30instances:synset-plan-noun-1	dul:Plan
wn30instances:synset-agenda_item-noun-1	dul:Description	wn30instances:synset-item-noun-1	dul:Relation
wn30instances:synset-agent-noun-1	owl:Thing	wn30instances:synset-causal_agent-noun-1	owl:Thing
wn30instances:synset-aggregate-noun-2	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-aggregate-noun-3	dul:Collection	wn30instances:synset-sum-noun-3	dul:Collection
wn30instances:synset-aggression-noun-5	d0:Activity	wn30instances:synset-behavior-noun-1	dul:Task
wn30instances:synset-agitation-noun-1	dul:Situation	wn30instances:synset-psychological_state-noun-1	dul:Situation
wn30instances:synset-agitation-noun-3	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-agnostic-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-agonic_line-noun-1	d0:Location	wn30instances:synset-line-noun-11	dul:SpaceRegion
wn30instances:synset-agonist-noun-4	dul:PhysicalObject	wn30instances:synset-drug-noun-1	dul:FunctionalSubstance
wn30instances:synset-aid-noun-2	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-ailment-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-aim-noun-2	dul:Goal	wn30instances:synset-goal-noun-1	dul:Goal
wn30instances:synset-air-noun-3	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-air-noun-6	dul:PhysicalObject	wn30instances:synset-element-noun-5	dul:FunctionalSubstance
wn30instances:synset-air_alert-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-air_traffic-noun-1	dul:Collection	wn30instances:synset-traffic-noun-1	dul:Collection
wn30instances:synset-airdock-noun-1	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-airspace-noun-2	dul:PhysicalObject	wn30instances:synset-atmosphere-noun-3	dul:Substance
wn30instances:synset-airworthiness-noun-1	dul:Situation	wn30instances:synset-soundness-noun-1	dul:Situation
wn30instances:synset-akaryocyte-noun-1	dul:PhysicalObject	wn30instances:synset-cell-noun-2	dul:BiologicalObject
wn30instances:synset-alarm-noun-3	dul:InformationEntity	wn30instances:synset-signal-noun-1	dul:InformationRealization
wn30instances:synset-alcohol_group-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-aldehyde_group-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-alert-noun-1	dul:Situation	wn30instances:synset-readiness-noun-1	dul:Situation
wn30instances:synset-algorithm-noun-1	d0:Event	wn30instances:synset-rule-noun-11	dul:EventType
wn30instances:synset-alkyl-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-all-or-none_law-noun-1	dul:Description	wn30instances:synset-law-noun-4	dul:Theory
wn30instances:synset-all_clear-noun-1	dul:InformationEntity	wn30instances:synset-signal-noun-1	dul:InformationRealization
wn30instances:synset-alliance-noun-2	dul:Description	wn30instances:synset-connection-noun-1	dul:Relation
wn30instances:synset-alliance-noun-3	dul:Organization	wn30instances:synset-organization-noun-1	dul:Organization
wn30instances:synset-allometry-noun-1	d0:Topic	wn30instances:synset-discipline-noun-1	ontopic:Topic
wn30instances:synset-allomorph-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-allotrope-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-alloy-noun-1	dul:PhysicalObject	wn30instances:synset-mixture-noun-1	dul:FunctionalSubstance
wn30instances:synset-alluvial_sediment-noun-1	dul:PhysicalObject	wn30instances:synset-sediment-noun-1	dul:FunctionalSubstance
wn30instances:synset-allyl-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-alopecia-noun-1	dul:Situation	wn30instances:synset-baldness-noun-1	dul:Situation
wn30instances:synset-alpaca-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-alpha-noun-2	d0:Event	wn30instances:synset-start-noun-1	dul:EventType
wn30instances:synset-alphabet_soup-noun-1	dul:Collection	wn30instances:synset-assortment-noun-1	dul:Collection
wn30instances:synset-altar-noun-2	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-alteration-noun-2	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-aluminate-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-amalgam-noun-2	dul:Collection	wn30instances:synset-combination-noun-1	dul:Collection
wn30instances:synset-amastia-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-amateur-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-ambivalence-noun-1	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-ambulacrum-noun-1	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-amino-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-ammine-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-ammunition-noun-2	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-amnesia-noun-1	dul:Situation	wn30instances:synset-cognitive_state-noun-1	dul:Situation
wn30instances:synset-amorality-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-amphidiploid-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-amphidiploidy-noun-1	dul:Situation	wn30instances:synset-condition-noun-3	dul:Situation
wn30instances:synset-amphimixis-noun-2	d0:Event	wn30instances:synset-union-noun-9	dul:Event
wn30instances:synset-ampulla-noun-1	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-amyl-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-amyxia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-anaclisis-noun-1	dul:Description	wn30instances:synset-relationship-noun-2	dul:SocialRelation
wn30instances:synset-anaerobe-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-anal_personality-noun-1	d0:Characteristic	wn30instances:synset-personality-noun-1	dul:Quality
wn30instances:synset-anal_stage-noun-1	d0:Event	wn30instances:synset-phase-noun-1	dul:EventType
wn30instances:synset-analgesia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-analyticity-noun-1	d0:Characteristic	wn30instances:synset-property-noun-2	dul:Quality
wn30instances:synset-anarchy-noun-1	dul:Situation	wn30instances:synset-disorder-noun-3	dul:Situation
wn30instances:synset-anchorage-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-anchorage-noun-4	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-ancient-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-ancientness-noun-1	d0:Characteristic	wn30instances:synset-oldness-noun-2	dul:Quality
wn30instances:synset-ancients-noun-1	dul:Collection	wn30instances:synset-people-noun-1	coll:AgentCollection
wn30instances:synset-android-noun-1	dul:PhysicalObject	wn30instances:synset-automaton-noun-2	dul:PhysicalAgent
wn30instances:synset-anergy-noun-2	dul:Situation	wn30instances:synset-inaction-noun-1	dul:Situation
wn30instances:synset-anesthesia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-anesthetic-noun-1	dul:PhysicalObject	wn30instances:synset-drug-noun-1	dul:FunctionalSubstance
wn30instances:synset-anestrus-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-aneuploidy-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-angel-noun-1	dul:Personification	wn30instances:synset-spiritual_being-noun-1	dul:Personification
wn30instances:synset-angiotelectasia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-angiotensin_II_inhibitor-noun-1	dul:PhysicalObject	wn30instances:synset-inhibitor-noun-1	dul:FunctionalSubstance
wn30instances:synset-angle-noun-1	d0:Location	wn30instances:synset-space-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-angular_position-noun-1	dul:Description	wn30instances:synset-position-noun-7	dul:Relation
wn30instances:synset-anhedonia-noun-1	dul:Situation	wn30instances:synset-psychological_state-noun-1	dul:Situation
wn30instances:synset-anhidrosis-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-anhydride-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-animal-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-animal_communication-noun-1	dul:InformationEntity	wn30instances:synset-signal-noun-1	dul:InformationRealization
wn30instances:synset-animal_material-noun-1	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-animalcule-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-animation-noun-1	dul:Situation	wn30instances:synset-being-noun-1	dul:Situation
wn30instances:synset-anionic_compound-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-anisometropia-noun-1	dul:Situation	wn30instances:synset-eye_condition-noun-1	dul:Situation
wn30instances:synset-anisotropy-noun-1	d0:Characteristic	wn30instances:synset-property-noun-2	dul:Quality
wn30instances:synset-annulus-noun-2	dul:PhysicalObject	wn30instances:synset-plant_part-noun-1	dul:BiologicalObject
wn30instances:synset-anomaly-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-anomaly-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-anorchism-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-antacid-noun-1	dul:PhysicalObject	wn30instances:synset-agent-noun-3	dul:FunctionalSubstance
wn30instances:synset-antagonism-noun-2	dul:Description	wn30instances:synset-opposition-noun-2	dul:Relation
wn30instances:synset-antagonism-noun-4	dul:Situation	wn30instances:synset-hindrance-noun-3	dul:Situation
wn30instances:synset-antagonist-noun-3	dul:PhysicalObject	wn30instances:synset-drug-noun-1	dul:FunctionalSubstance
wn30instances:synset-antapex-noun-1	d0:Location	wn30instances:synset-celestial_point-noun-1	dul:SpaceRegion
